candidate_id,symbol,timeframe,pattern_type,strategy_version_id,created_at,feedback_timestamp,label_text,label,label_source,score,entry_ready,rule_pass_ratio,rule_count,window_len,chart_len,base_high,base_low,base_range_pct,base_duration,current_close,current_pos_in_base,touches_top,touches_bottom,pivot_switches,window_pivots,trendiness,slope_pct_per_bar,rdp_swing_count_total,rdp_swing_count_highs,rdp_swing_count_lows,node_score
USO_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1036,USO,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:12.345325Z,2026-02-23T23:18:00.723Z,yes,1,labels,0.8792380605790142,0,0.75,4,1037,1037,333.1399917602539,248.72000122070312,0.2534069539159505,60.0,80.8499984741211,-1.9885100871686892,2.0,2.0,3.0,4.0,0.0075,0.0045,20.0,10.0,10.0,0.8792380605790142
RDN_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1739,RDN,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:20:00.126195Z,2026-02-24T20:26:03.147Z,no,0,labels,0.8160970209580836,0,1.0,4,1740,1740,43.96943894718492,23.57741730179717,0.4637771628126112,180.0,34.007728576660156,0.5114898098993587,2.0,2.0,3.0,5.0,0.0209,0.1052,19.0,10.0,9.0,0.8160970209580836
GRC_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_2397,GRC,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:06:31.972733Z,2026-02-24T20:30:30.175Z,no,0,labels,0.8095864071903731,0,0.75,4,2398,2398,42.92386253912218,20.07965218852989,0.5322030450957518,360.0,64.5199966430664,1.9453657523068768,2.0,2.0,4.0,6.0,0.0144,0.0525,10.0,5.0,5.0,0.8095864071903731
ARWR_W_scan_rdp_wiggle_base_v1_9797e66f_0_1680,ARWR,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:31.407306Z,2026-02-26T22:26:41.051Z,no,0,labels,1.0,1,1.0,3,1681,1681,,,,,61.6150016784668,,,,,,,,,,,1.0
IAUX_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_252,IAUX,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:46.432635Z,2026-02-23T07:36:10.551Z,yes,1,labels,0.9286222389235955,0,1.0,4,253,253,2.859999895095825,1.8839999437332153,0.34125873676995666,60.0,1.8799999952316284,-0.004098308095202791,3.0,4.0,9.0,10.0,0.0241,0.0091,34.0,17.0,17.0,0.9286222389235955
FLNC_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_225,FLNC,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:41.996063Z,2026-02-23T07:31:44.092Z,yes,1,labels,0.8739020756615247,0,1.0,4,226,226,29.559999465942383,15.097500085830688,0.4892591218337028,60.0,16.549999237060547,0.10043209773459232,2.0,2.0,4.0,5.0,0.0181,0.0397,16.0,8.0,8.0,0.8739020756615247
ARCB_W_scan_rdp_wiggle_base_v1_9797e66f_0_1763,ARCB,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:03.625922Z,2026-02-26T22:21:30.999Z,no,0,labels,1.0,1,1.0,3,1764,1764,,,,,96.69999694824219,,,,,,,,,,,1.0
XNCR_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_637,XNCR,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:16.283069Z,2026-02-23T23:20:36.698Z,no,0,labels,0.7767804245326642,0,0.75,4,638,638,45.650001525878906,18.549999237060547,0.5936473468342693,540.0,11.40999984741211,-0.2634685899120551,5.0,5.0,18.0,19.0,0.0113,0.0044,20.0,10.0,10.0,0.7767804245326642
OABI_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_230,OABI,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:15:56.900159Z,2026-02-24T20:28:13.180Z,no,0,labels,0.8144136111226883,0,0.75,4,231,231,5.974999904632568,3.3299999237060547,0.4426778281411818,120.0,1.7100000381469727,-0.6124763316601667,2.0,2.0,6.0,8.0,0.037,0.0792,13.0,7.0,6.0,0.8144136111226883
JACK_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1772,JACK,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:48.636549Z,2026-02-23T07:37:10.593Z,yes,1,labels,0.856376208757067,0,0.75,4,1773,1773,90.35638320921915,58.4168925844144,0.3534835004500925,90.0,16.809999465942383,-1.302678668461901,2.0,2.0,4.0,5.0,0.0347,0.0137,15.0,8.0,7.0,0.856376208757067
INGN_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_628,INGN,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:09:06.556800Z,2026-02-24T20:30:58.445Z,no,0,labels,0.808455957810094,0,0.75,4,629,629,172.75499725341797,96.47750282287598,0.44153567562881507,90.0,5.679999828338623,-1.1903577021295217,2.0,2.0,12.0,13.0,0.0512,0.0073,39.0,20.0,19.0,0.808455957810094
NQ=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1326,NQ=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:58.557496Z,2026-02-23T07:44:50.012Z,yes,1,labels,0.800236467941142,0,0.75,4,1327,1327,1756.0,1027.375,0.4149345102505695,360.0,24838.25,3.0,2.0,2.0,6.0,7.0,0.0834,0.0025,15.0,7.0,8.0,0.800236467941142
AMC_W_scan_rdp_wiggle_base_v1_9797e66f_0_636,AMC,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:01.839860Z,2026-02-26T05:32:36.082Z,no,0,labels,1.0,1,1.0,3,637,637,,,,,1.159999966621399,,,,,,,,,,,1.0
ASPN_W_scan_rdp_wiggle_base_v1_9797e66f_0_611,ASPN,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:47.255686Z,2026-02-26T22:35:35.048Z,no,0,labels,1.0,1,1.0,3,612,612,,,,,2.569999933242798,,,,,,,,,,,1.0
ALMU_W_scan_rdp_wiggle_base_v1_9797e66f_0_156,ALMU,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:42.763033Z,2026-02-26T05:28:20.455Z,no,0,labels,1.0,1,1.0,3,157,157,,,,,16.360000610351562,,,,,,,,,,,1.0
AROW_W_scan_rdp_wiggle_base_v1_9797e66f_0_2371,AROW,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:20.250668Z,2026-02-26T22:24:34.452Z,no,0,labels,1.0,1,1.0,3,2372,2372,,,,,34.43000030517578,,,,,,,,,,,1.0
AAT_W_scan_rdp_wiggle_base_v1_22bed501_0_789,AAT,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T21:04:23.200396Z,2026-02-26T03:21:09.525Z,no,0,labels,1.0,1,1.0,3,790,790,,,,,19.600000381469727,,,,,,,,,,,1.0
PUBM_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_271,PUBM,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:03.051329Z,2026-02-23T22:57:19.883Z,yes,1,labels,0.8574543464521217,0,0.75,4,272,272,18.989999771118164,11.324999809265137,0.40363349416731975,60.0,6.570000171661377,-0.6203522062972365,2.0,3.0,5.0,6.0,0.0064,0.0359,37.0,19.0,18.0,0.8574543464521217
APAM_W_scan_rdp_wiggle_base_v1_9797e66f_0_677,APAM,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:45.976585Z,2026-02-26T22:17:26.933Z,no,0,labels,1.0,1,1.0,3,678,678,,,,,41.0099983215332,,,,,,,,,,,1.0
PKE_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_2397,PKE,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:18:10.416261Z,2026-02-24T20:26:55.139Z,no,0,labels,0.8149135618919032,0,0.75,4,2398,2398,13.799475687962936,6.7018607522377405,0.5143394644998239,720.0,25.75,2.68373804725376,2.0,2.0,3.0,5.0,0.0156,0.04,12.0,6.0,6.0,0.8149135618919032
MGC=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_801,MGC=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:55.484903Z,2026-02-23T04:59:36.569Z,yes,1,labels,0.9631552252947682,0,0.75,4,802,802,1904.7499694824219,1686.1500244140625,0.11476569028519769,60.0,5192.7001953125,3.0,2.0,3.0,4.0,5.0,0.0024,0.0143,32.0,16.0,16.0,0.9631552252947682
ARQ_W_scan_rdp_wiggle_base_v1_9797e66f_0_1153,ARQ,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:22.226593Z,2026-02-26T22:25:24.223Z,no,0,labels,1.0,1,1.0,3,1154,1154,,,,,3.569999933242798,,,,,,,,,,,1.0
ALNT_W_scan_rdp_wiggle_base_v1_9797e66f_0_2366,ALNT,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:44.563219Z,2026-02-26T05:28:33.238Z,no,0,labels,1.0,1,1.0,3,2367,2367,,,,,66.48999786376953,,,,,,,,,,,1.0
RICK_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1585,RICK,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:20:28.709470Z,2026-02-24T20:28:54.471Z,no,0,labels,0.8124999487280471,0,0.75,4,1586,1586,93.32418820531933,47.694092670883066,0.4889417889609397,180.0,22.020000457763672,-0.5626569901380897,2.0,2.0,6.0,7.0,0.011,0.0015,14.0,7.0,7.0,0.8124999487280471
ORGN_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_285,ORGN,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:59.406712Z,2026-02-24T00:07:18.230Z,yes,1,labels,0.8346233966237646,0,0.75,4,286,286,7.502250075340271,4.840000152587891,0.3548601947438591,45.0,0.15600000321865082,-1.7594141366437388,4.0,3.0,6.0,9.0,0.0146,0.1302,32.0,16.0,16.0,0.8346233966237646
ORGN_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_285,ORGN,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:59.406712Z,2026-02-24T00:07:13.173Z,yes,1,labels,0.8346233966237646,0,0.75,4,286,286,7.502250075340271,4.840000152587891,0.3548601947438591,45.0,0.15600000321865082,-1.7594141366437388,4.0,3.0,6.0,9.0,0.0146,0.1302,32.0,16.0,16.0,0.8346233966237646
OSIS_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1482,OSIS,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:16:54.356378Z,2026-02-24T20:29:08.974Z,no,0,labels,0.8114051635552899,0,0.75,4,1483,1483,96.72249984741211,48.76749897003174,0.49579984960100726,180.0,293.6499938964844,3.0,2.0,2.0,3.0,4.0,0.0069,0.0117,9.0,4.0,5.0,0.8114051635552899
ANIK_W_scan_rdp_wiggle_base_v1_9797e66f_0_1712,ANIK,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:35.144755Z,2026-02-26T22:16:13.677Z,no,0,labels,1.0,1,1.0,3,1713,1713,,,,,10.9399995803833,,,,,,,,,,,1.0
AIR_W_scan_rdp_wiggle_base_v1_9797e66f_0_2397,AIR,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:12.373004Z,2026-02-26T04:00:02.132Z,no,0,labels,1.0,1,1.0,3,2398,2398,,,,,117.05999755859375,,,,,,,,,,,1.0
MGC=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_801,MGC=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:55.484903Z,2026-02-23T05:30:52.947Z,yes,1,labels,0.9631552252947682,0,0.75,4,802,802,1904.7499694824219,1686.1500244140625,0.11476569028519769,60.0,5192.7001953125,3.0,2.0,3.0,4.0,5.0,0.0024,0.0143,32.0,16.0,16.0,0.9631552252947682
AGL_W_scan_rdp_wiggle_base_v1_9797e66f_0_254,AGL,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:26:56.448552Z,2026-02-26T03:54:36.644Z,no,0,labels,1.0,1,1.0,3,255,255,,,,,0.5,,,,,,,,,,,1.0
BTDR_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_239,BTDR,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:00:45.310247Z,2026-02-24T20:29:04.401Z,yes,1,labels,0.8120351830592296,0,1.0,4,240,240,13.915000438690186,5.272500038146973,0.6210923555929638,45.0,8.020000457763672,0.3179057324017027,2.0,2.0,3.0,4.0,0.0212,0.123,17.0,9.0,8.0,0.8120351830592296
NQ=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1326,NQ=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:58.557496Z,2026-02-23T05:34:19.254Z,yes,1,labels,0.800236467941142,0,0.75,4,1327,1327,1756.0,1027.375,0.4149345102505695,360.0,24838.25,3.0,2.0,2.0,6.0,7.0,0.0834,0.0025,15.0,7.0,8.0,0.800236467941142
BFLY_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_292,BFLY,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:30.632958Z,2026-02-23T07:23:14.361Z,no,0,labels,0.7696147146114644,0,0.75,4,293,293,22.315250396728516,9.420000076293945,0.5778671577140382,60.0,2.9800000190734863,-0.499408689028336,2.0,3.0,11.0,12.0,0.017,0.01,17.0,8.0,9.0,0.7696147146114644
XLP_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1417,XLP,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:15.593531Z,2026-02-23T23:20:25.832Z,yes,1,labels,0.9803792512503154,0,1.0,4,1418,1418,73.45635295590928,61.248275873047405,0.16619497962537744,240.0,87.88999938964844,2.1823030224802245,5.0,4.0,8.0,10.0,0.0651,0.1034,15.0,7.0,8.0,0.9803792512503154
APOG_W_scan_rdp_wiggle_base_v1_9797e66f_0_2756,APOG,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:54.688343Z,2026-02-26T22:19:04.517Z,no,0,labels,1.0,1,1.0,3,2757,2757,,,,,39.880001068115234,,,,,,,,,,,1.0
ALEX_W_scan_rdp_wiggle_base_v1_9797e66f_0_715,ALEX,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:27.143286Z,2026-02-26T05:26:22.055Z,no,0,labels,1.0,1,1.0,3,716,716,,,,,20.799999237060547,,,,,,,,,,,1.0
XLP_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1417,XLP,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:15.593531Z,2026-02-24T01:19:57.049Z,yes,1,labels,0.9803792512503154,0,1.0,4,1418,1418,73.45635295590928,61.248275873047405,0.16619497962537744,240.0,87.88999938964844,2.1823030224802245,5.0,4.0,8.0,10.0,0.0651,0.1034,15.0,7.0,8.0,0.9803792512503154
BRZE_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_222,BRZE,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:31.296674Z,2026-02-23T06:53:12.050Z,yes,1,labels,0.8202913840086712,0,0.75,4,223,223,50.970001220703125,27.09000015258789,0.4685108984932807,180.0,17.15999984741211,-0.41582913990880827,4.0,3.0,9.0,10.0,0.0309,0.003,12.0,6.0,6.0,0.8202913840086712
AAP_W_scan_rdp_wiggle_base_v1_22bed501_0_1265,AAP,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T21:04:20.777563Z,2026-02-26T03:20:55.153Z,no,0,labels,1.0,1,1.0,3,1266,1266,,,,,50.57500076293945,,,,,,,,,,,1.0
ALRM_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_556,ALRM,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:28.750614Z,2026-02-23T07:19:01.569Z,yes,1,labels,0.9061068271969448,0,1.0,4,557,557,78.14049911499023,48.392499923706055,0.3806988633065618,180.0,45.59000015258789,-0.09420800885120584,2.0,2.0,5.0,6.0,0.011,0.0026,15.0,8.0,7.0,0.9061068271969448
SHCO_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_237,SHCO,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:08.739496Z,2026-02-23T23:17:04.537Z,yes,1,labels,0.8921497904571121,0,1.0,4,238,238,8.481025218963623,4.454999923706055,0.47470974219665707,90.0,8.989999771118164,1.1264211014158516,2.0,2.0,3.0,4.0,0.0022,0.0027,17.0,8.0,9.0,0.8921497904571121
AEO_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1662,AEO,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:27.961443Z,2026-02-23T06:46:30.610Z,yes,1,labels,0.7934550645262098,0,1.0,4,1663,1663,21.478058825729253,7.728147399124619,0.6401840845194621,360.0,25.260000228881836,1.275052055668877,2.0,2.0,6.0,7.0,0.0006,0.1195,19.0,10.0,9.0,0.7934550645262098
FATE_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_646,FATE,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:41.620386Z,2026-02-23T07:31:25.833Z,yes,1,labels,0.8426322725583704,0,0.75,4,647,647,103.36250114440918,66.81999969482422,0.3535373181278859,45.0,1.4600000381469727,-1.7886022320297283,4.0,2.0,4.0,7.0,0.0564,0.0313,32.0,16.0,16.0,0.8426322725583704
ZB=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1326,ZB=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:17.170916Z,2026-02-23T05:36:17.838Z,yes,1,labels,0.995036905532291,0,1.0,4,1327,1327,126.0234375,110.3125,0.12466679065154052,90.0,117.5,0.4574838388861263,2.0,3.0,4.0,5.0,0.004,0.0454,48.0,24.0,24.0,0.995036905532291
SIL=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_661,SIL=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:09.015918Z,2026-02-23T05:35:59.705Z,yes,1,labels,0.8699078865899005,0,0.75,4,662,662,20.420000076293945,13.162499904632568,0.3554113684890128,240.0,87.33999633789062,3.0,2.0,2.0,3.0,4.0,0.0086,0.002,13.0,6.0,7.0,0.8699078865899005
HLIO_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1520,HLIO,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:07:28.295499Z,2026-02-24T20:28:20.469Z,no,0,labels,0.8135920765716421,0,1.0,4,1521,1521,70.93354474028041,26.458125320478064,0.6270012246342241,720.0,72.9800033569336,1.04601325054041,3.0,2.0,8.0,9.0,0.0011,0.1264,10.0,5.0,5.0,0.8135920765716421
FSS_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_2397,FSS,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:05:24.681622Z,2026-02-24T20:21:11.045Z,no,0,labels,0.8198858516517177,0,1.0,4,2398,2398,101.33638864562006,55.66226256147028,0.45071791776471504,720.0,115.62000274658203,1.3127287881687306,3.0,2.0,9.0,10.0,0.133,0.363,12.0,6.0,6.0,0.8198858516517177
ZB=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1326,ZB=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:17.170916Z,2026-02-24T01:18:46.996Z,yes,1,labels,0.995036905532291,0,1.0,4,1327,1327,126.0234375,110.3125,0.12466679065154052,90.0,117.5,0.4574838388861263,2.0,3.0,4.0,5.0,0.004,0.0454,48.0,24.0,24.0,0.995036905532291
PCVX_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_297,PCVX,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:00.139198Z,2026-02-23T22:56:58.028Z,no,0,labels,0.8773360516182619,0,0.75,4,298,298,107.22000122070312,73.9849967956543,0.3099701925635818,45.0,58.5099983215332,-0.46562348168239664,2.0,2.0,4.0,8.0,0.0042,0.0284,40.0,20.0,20.0,0.8773360516182619
QM=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1229,QM=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:03.292736Z,2026-02-23T22:57:28.870Z,yes,1,labels,0.930336938655278,0,1.0,4,1230,1230,93.16250038146973,64.69999980926514,0.3055145627871733,90.0,66.0,0.045674138413699134,2.0,2.0,3.0,4.0,0.0179,0.0016,31.0,16.0,15.0,0.930336938655278
CNDT_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_480,CNDT,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:02:08.279869Z,2026-02-24T20:24:30.692Z,no,0,labels,0.8173192109639712,0,0.75,4,481,481,21.642499446868896,12.24500036239624,0.43421505485274386,120.0,1.5099999904632568,-1.142325237325137,2.0,2.0,7.0,8.0,0.0067,0.0077,16.0,8.0,8.0,0.8173192109639712
